Test angle: 75
Node_A_151 coordinates: initialX | initialY | initialZ 
75.0000 | 0.0000 | 0.0000 | 
Node_B_1051 coordinates: initialX | initialY | initialZ 
-75.0000 | 0.0000 | 0.0000 | 
Node_C_606 coordinates: initialX | initialY | initialZ 
0.0000 | 5.0000 | 0.0000 | 
Node_D_1256 coordinates: initialX | initialY | initialZ 
0.0000 | -5.0000 | 0.0000 | 
  UA1  |  UA2  |  UA3 | UB1 | UB2 | UB3 | UC1 | UC2 | UC3 | UD1 | UD2 | UD3 
0.4037 | -0.0063 | -0.0000 | 0.0918 | -0.0003 | 0.0000 | 0.2487 | -0.0066 | -0.0000 | 0.2468 | -0.0000 | 0.0000 | 
0.4696 | -0.0078 | 0.0000 | 0.1022 | 0.0011 | -0.0000 | 0.2875 | -0.0071 | -0.0000 | 0.2844 | 0.0005 | 0.0000 | 
0.5477 | -0.0096 | 0.0000 | 0.1147 | 0.0029 | 0.0000 | 0.3334 | -0.0077 | -0.0000 | 0.3290 | 0.0010 | 0.0000 | 
0.6255 | -0.0114 | -0.0000 | 0.1274 | 0.0045 | 0.0000 | 0.3793 | -0.0084 | -0.0000 | 0.3736 | 0.0015 | 0.0000 | 
0.7032 | -0.0131 | 0.0000 | 0.1402 | 0.0062 | 0.0000 | 0.4252 | -0.0090 | -0.0000 | 0.4182 | 0.0021 | 0.0000 | 
0.7809 | -0.0149 | -0.0000 | 0.1531 | 0.0078 | 0.0000 | 0.4711 | -0.0097 | -0.0000 | 0.4628 | 0.0026 | 0.0000 | 
0.8584 | -0.0165 | 0.0000 | 0.1660 | 0.0094 | 0.0000 | 0.5170 | -0.0103 | -0.0000 | 0.5074 | 0.0032 | 0.0000 | 
0.9359 | -0.0181 | 0.0000 | 0.1790 | 0.0109 | -0.0000 | 0.5629 | -0.0110 | -0.0000 | 0.5520 | 0.0037 | 0.0000 | 
1.0134 | -0.0197 | 0.0000 | 0.1921 | 0.0124 | 0.0000 | 0.6088 | -0.0116 | -0.0000 | 0.5967 | 0.0043 | 0.0000 | 
1.0907 | -0.0212 | -0.0000 | 0.2052 | 0.0139 | 0.0000 | 0.6547 | -0.0122 | -0.0000 | 0.6413 | 0.0049 | 0.0000 | 
1.1681 | -0.0227 | 0.0000 | 0.2184 | 0.0152 | 0.0000 | 0.7005 | -0.0129 | -0.0000 | 0.6859 | 0.0054 | 0.0000 | 
1.2454 | -0.0242 | -0.0000 | 0.2316 | 0.0166 | 0.0000 | 0.7464 | -0.0135 | -0.0000 | 0.7306 | 0.0059 | 0.0000 | 
1.3227 | -0.0255 | 0.0000 | 0.2449 | 0.0181 | -0.0000 | 0.7923 | -0.0140 | -0.0000 | 0.7752 | 0.0066 | 0.0000 | 
1.3999 | -0.0269 | 0.0000 | 0.2581 | 0.0194 | 0.0000 | 0.8381 | -0.0146 | -0.0000 | 0.8199 | 0.0071 | 0.0000 | 
1.4771 | -0.0283 | 0.0000 | 0.2714 | 0.0206 | -0.0000 | 0.8840 | -0.0153 | -0.0000 | 0.8645 | 0.0076 | 0.0000 | 
1.5543 | -0.0296 | -0.0000 | 0.2848 | 0.0218 | 0.0000 | 0.9299 | -0.0160 | -0.0000 | 0.9092 | 0.0081 | 0.0000 | 
1.6315 | -0.0309 | 0.0000 | 0.2981 | 0.0231 | -0.0000 | 0.9757 | -0.0165 | -0.0000 | 0.9539 | 0.0087 | 0.0000 | 
1.7086 | -0.0321 | 0.0000 | 0.3115 | 0.0243 | 0.0000 | 1.0216 | -0.0171 | -0.0000 | 0.9985 | 0.0094 | 0.0000 | 
1.7857 | -0.0333 | -0.0000 | 0.3249 | 0.0255 | 0.0000 | 1.0674 | -0.0177 | -0.0000 | 1.0432 | 0.0099 | 0.0000 | 
1.8628 | -0.0346 | 0.0000 | 0.3383 | 0.0265 | 0.0000 | 1.1133 | -0.0184 | -0.0000 | 1.0878 | 0.0103 | 0.0000 | 
1.9399 | -0.0358 | 0.0000 | 0.3517 | 0.0276 | -0.0000 | 1.1591 | -0.0190 | -0.0000 | 1.1325 | 0.0108 | 0.0000 | 
2.0170 | -0.0369 | 0.0000 | 0.3652 | 0.0288 | 0.0000 | 1.2050 | -0.0196 | -0.0000 | 1.1772 | 0.0115 | 0.0000 | 
2.0940 | -0.0380 | -0.0000 | 0.3786 | 0.0299 | 0.0000 | 1.2508 | -0.0201 | -0.0000 | 1.2219 | 0.0121 | 0.0000 | 
2.1711 | -0.0390 | 0.0000 | 0.3921 | 0.0310 | -0.0000 | 1.2966 | -0.0207 | -0.0000 | 1.2665 | 0.0126 | 0.0000 | 
2.2481 | -0.0402 | -0.0000 | 0.4056 | 0.0320 | -0.0000 | 1.3425 | -0.0213 | -0.0000 | 1.3112 | 0.0131 | 0.0000 | 
2.3251 | -0.0413 | -0.0000 | 0.4191 | 0.0329 | 0.0000 | 1.3883 | -0.0220 | -0.0000 | 1.3559 | 0.0136 | 0.0000 | 
2.4021 | -0.0423 | 0.0000 | 0.4326 | 0.0339 | 0.0000 | 1.4341 | -0.0226 | -0.0000 | 1.4006 | 0.0142 | 0.0000 | 
2.4791 | -0.0434 | -0.0000 | 0.4461 | 0.0348 | 0.0000 | 1.4800 | -0.0232 | -0.0000 | 1.4453 | 0.0147 | 0.0000 | 
2.5561 | -0.0443 | -0.0000 | 0.4596 | 0.0358 | -0.0000 | 1.5258 | -0.0238 | -0.0000 | 1.4900 | 0.0153 | 0.0000 | 
2.6331 | -0.0453 | -0.0000 | 0.4731 | 0.0368 | -0.0000 | 1.5716 | -0.0243 | -0.0000 | 1.5346 | 0.0159 | 0.0000 | 
2.7101 | -0.0462 | 0.0000 | 0.4867 | 0.0378 | 0.0000 | 1.6175 | -0.0249 | -0.0000 | 1.5793 | 0.0165 | 0.0000 | 
2.7871 | -0.0472 | -0.0000 | 0.5002 | 0.0387 | 0.0000 | 1.6633 | -0.0255 | -0.0000 | 1.6240 | 0.0170 | 0.0000 | 
2.8640 | -0.0482 | -0.0000 | 0.5138 | 0.0395 | 0.0000 | 1.7091 | -0.0262 | -0.0000 | 1.6687 | 0.0175 | 0.0000 | 
2.9410 | -0.0491 | 0.0000 | 0.5274 | 0.0404 | -0.0000 | 1.7549 | -0.0268 | -0.0000 | 1.7134 | 0.0180 | 0.0000 | 
3.0179 | -0.0500 | -0.0000 | 0.5409 | 0.0412 | -0.0000 | 1.8008 | -0.0274 | -0.0000 | 1.7581 | 0.0186 | 0.0000 | 
3.0949 | -0.0509 | -0.0000 | 0.5545 | 0.0420 | -0.0000 | 1.8466 | -0.0280 | -0.0000 | 1.8028 | 0.0191 | 0.0000 | 
3.1718 | -0.0517 | -0.0000 | 0.5680 | 0.0429 | -0.0000 | 1.8924 | -0.0285 | -0.0000 | 1.8475 | 0.0197 | 0.0000 | 
3.2488 | -0.0526 | -0.0000 | 0.5816 | 0.0438 | -0.0000 | 1.9382 | -0.0291 | -0.0000 | 1.8922 | 0.0203 | 0.0000 | 
3.3257 | -0.0534 | 0.0000 | 0.5952 | 0.0446 | -0.0000 | 1.9840 | -0.0297 | -0.0000 | 1.9369 | 0.0208 | 0.0000 | 
3.4026 | -0.0542 | 0.0000 | 0.6088 | 0.0454 | -0.0000 | 2.0298 | -0.0302 | -0.0000 | 1.9816 | 0.0214 | 0.0000 | 
3.4796 | -0.0551 | 0.0000 | 0.6224 | 0.0462 | -0.0000 | 2.0757 | -0.0308 | -0.0000 | 2.0263 | 0.0219 | 0.0000 | 
3.5565 | -0.0559 | -0.0000 | 0.6360 | 0.0469 | -0.0000 | 2.1215 | -0.0314 | -0.0000 | 2.0710 | 0.0225 | 0.0000 | 
3.6334 | -0.0567 | 0.0000 | 0.6496 | 0.0477 | -0.0000 | 2.1673 | -0.0320 | -0.0000 | 2.1157 | 0.0230 | 0.0000 | 
3.7103 | -0.0575 | -0.0000 | 0.6632 | 0.0484 | -0.0000 | 2.2131 | -0.0326 | -0.0000 | 2.1604 | 0.0235 | 0.0000 | 
3.7872 | -0.0583 | 0.0000 | 0.6768 | 0.0491 | 0.0000 | 2.2589 | -0.0332 | -0.0000 | 2.2051 | 0.0241 | 0.0000 | 
3.8641 | -0.0591 | -0.0000 | 0.6904 | 0.0499 | -0.0000 | 2.3047 | -0.0338 | -0.0000 | 2.2498 | 0.0246 | 0.0000 | 
3.9410 | -0.0598 | 0.0000 | 0.7040 | 0.0506 | -0.0000 | 2.3505 | -0.0344 | -0.0000 | 2.2945 | 0.0252 | 0.0000 | 
4.0179 | -0.0606 | 0.0000 | 0.7175 | 0.0513 | -0.0000 | 2.3963 | -0.0350 | -0.0000 | 2.3392 | 0.0257 | 0.0000 | 
4.0949 | -0.0613 | -0.0000 | 0.7312 | 0.0520 | -0.0000 | 2.4421 | -0.0355 | -0.0000 | 2.3839 | 0.0263 | 0.0000 | 
4.1718 | -0.0620 | 0.0000 | 0.7448 | 0.0527 | -0.0000 | 2.4880 | -0.0361 | -0.0000 | 2.4286 | 0.0268 | 0.0000 | 
4.2487 | -0.0628 | -0.0000 | 0.7584 | 0.0534 | -0.0000 | 2.5338 | -0.0367 | -0.0000 | 2.4733 | 0.0274 | 0.0000 | 
4.3256 | -0.0635 | 0.0000 | 0.7720 | 0.0541 | 0.0000 | 2.5796 | -0.0373 | -0.0000 | 2.5180 | 0.0279 | 0.0000 | 
4.4025 | -0.0641 | -0.0000 | 0.7856 | 0.0548 | -0.0000 | 2.6254 | -0.0378 | -0.0000 | 2.5627 | 0.0285 | 0.0000 | 
4.4794 | -0.0648 | -0.0000 | 0.7992 | 0.0554 | 0.0000 | 2.6712 | -0.0384 | -0.0000 | 2.6074 | 0.0290 | 0.0000 | 
4.5563 | -0.0655 | -0.0000 | 0.8129 | 0.0561 | -0.0000 | 2.7170 | -0.0390 | -0.0000 | 2.6521 | 0.0296 | 0.0000 | 
4.6332 | -0.0662 | -0.0000 | 0.8265 | 0.0567 | 0.0000 | 2.7628 | -0.0396 | -0.0000 | 2.6968 | 0.0301 | 0.0000 | 
4.7101 | -0.0669 | 0.0000 | 0.8401 | 0.0573 | 0.0000 | 2.8086 | -0.0402 | -0.0000 | 2.7416 | 0.0306 | 0.0000 | 
4.7870 | -0.0676 | -0.0000 | 0.8537 | 0.0580 | 0.0000 | 2.8544 | -0.0408 | -0.0000 | 2.7863 | 0.0312 | 0.0000 | 
4.8639 | -0.0682 | -0.0000 | 0.8673 | 0.0586 | 0.0000 | 2.9002 | -0.0413 | -0.0000 | 2.8310 | 0.0317 | 0.0000 | 
4.9408 | -0.0689 | -0.0000 | 0.8809 | 0.0592 | 0.0000 | 2.9460 | -0.0419 | -0.0000 | 2.8757 | 0.0323 | 0.0000 | 
5.0177 | -0.0695 | 0.0000 | 0.8945 | 0.0598 | 0.0000 | 2.9918 | -0.0425 | -0.0000 | 2.9204 | 0.0328 | 0.0000 | 
5.0946 | -0.0701 | 0.0000 | 0.9082 | 0.0604 | -0.0000 | 3.0376 | -0.0431 | -0.0000 | 2.9651 | 0.0333 | 0.0000 | 
5.1715 | -0.0708 | -0.0000 | 0.9218 | 0.0609 | -0.0000 | 3.0834 | -0.0437 | -0.0000 | 3.0098 | 0.0338 | 0.0000 | 
5.2484 | -0.0714 | 0.0000 | 0.9354 | 0.0615 | 0.0000 | 3.1292 | -0.0442 | -0.0000 | 3.0545 | 0.0344 | 0.0000 | 
5.3253 | -0.0720 | 0.0000 | 0.9490 | 0.0621 | 0.0000 | 3.1750 | -0.0448 | -0.0000 | 3.0992 | 0.0350 | 0.0000 | 
5.4022 | -0.0725 | 0.0000 | 0.9626 | 0.0627 | 0.0000 | 3.2208 | -0.0454 | -0.0000 | 3.1439 | 0.0355 | 0.0000 | 
5.4791 | -0.0731 | 0.0000 | 0.9762 | 0.0633 | 0.0000 | 3.2666 | -0.0459 | -0.0000 | 3.1887 | 0.0361 | 0.0000 | 
5.5560 | -0.0737 | -0.0000 | 0.9899 | 0.0639 | 0.0000 | 3.3124 | -0.0465 | -0.0000 | 3.2334 | 0.0367 | 0.0000 | 
5.6329 | -0.0743 | -0.0000 | 1.0035 | 0.0644 | 0.0000 | 3.3582 | -0.0470 | -0.0000 | 3.2781 | 0.0372 | 0.0000 | 
5.7098 | -0.0749 | 0.0000 | 1.0171 | 0.0650 | 0.0000 | 3.4040 | -0.0476 | -0.0000 | 3.3228 | 0.0377 | 0.0000 | 
5.7867 | -0.0755 | 0.0000 | 1.0307 | 0.0656 | 0.0000 | 3.4499 | -0.0482 | -0.0000 | 3.3675 | 0.0383 | 0.0000 | 
5.8636 | -0.0760 | 0.0000 | 1.0443 | 0.0661 | -0.0000 | 3.4956 | -0.0488 | -0.0000 | 3.4123 | 0.0388 | 0.0000 | 
5.9405 | -0.0766 | 0.0000 | 1.0579 | 0.0666 | 0.0000 | 3.5414 | -0.0493 | -0.0000 | 3.4570 | 0.0394 | 0.0000 | 
6.0174 | -0.0772 | -0.0000 | 1.0715 | 0.0672 | 0.0000 | 3.5872 | -0.0499 | -0.0000 | 3.5017 | 0.0399 | 0.0000 | 
6.0943 | -0.0778 | 0.0000 | 1.0851 | 0.0677 | 0.0000 | 3.6330 | -0.0505 | -0.0000 | 3.5464 | 0.0404 | 0.0000 | 
6.1712 | -0.0783 | 0.0000 | 1.0988 | 0.0682 | 0.0000 | 3.6788 | -0.0511 | -0.0000 | 3.5911 | 0.0409 | 0.0000 | 
6.2481 | -0.0789 | 0.0000 | 1.1124 | 0.0687 | -0.0000 | 3.7246 | -0.0517 | -0.0000 | 3.6358 | 0.0415 | 0.0000 | 
6.3250 | -0.0794 | -0.0000 | 1.1260 | 0.0691 | 0.0000 | 3.7704 | -0.0523 | -0.0000 | 3.6806 | 0.0420 | 0.0000 | 
6.4019 | -0.0799 | 0.0000 | 1.1396 | 0.0696 | 0.0000 | 3.8162 | -0.0528 | -0.0000 | 3.7253 | 0.0425 | 0.0000 | 
6.4788 | -0.0804 | 0.0000 | 1.1532 | 0.0701 | 0.0000 | 3.8620 | -0.0534 | -0.0000 | 3.7700 | 0.0431 | 0.0000 | 
6.5557 | -0.0809 | 0.0000 | 1.1668 | 0.0706 | 0.0000 | 3.9078 | -0.0539 | -0.0000 | 3.8147 | 0.0436 | 0.0000 | 
6.6326 | -0.0814 | 0.0000 | 1.1803 | 0.0711 | 0.0000 | 3.9536 | -0.0545 | -0.0000 | 3.8594 | 0.0442 | 0.0000 | 
6.7096 | -0.0819 | -0.0000 | 1.1939 | 0.0716 | 0.0000 | 3.9994 | -0.0550 | -0.0000 | 3.9041 | 0.0447 | 0.0000 | 
6.7865 | -0.0824 | 0.0000 | 1.2075 | 0.0721 | 0.0000 | 4.0452 | -0.0556 | -0.0000 | 3.9489 | 0.0453 | 0.0000 | 
6.8634 | -0.0829 | 0.0000 | 1.2211 | 0.0726 | 0.0000 | 4.0910 | -0.0561 | -0.0000 | 3.9936 | 0.0458 | 0.0000 | 
6.9403 | -0.0834 | 0.0000 | 1.2347 | 0.0731 | 0.0000 | 4.1368 | -0.0567 | -0.0000 | 4.0383 | 0.0464 | 0.0000 | 
7.0173 | -0.0839 | 0.0000 | 1.2483 | 0.0735 | 0.0000 | 4.1826 | -0.0573 | -0.0000 | 4.0831 | 0.0469 | 0.0000 | 
7.0942 | -0.0844 | 0.0000 | 1.2619 | 0.0740 | 0.0000 | 4.2284 | -0.0578 | -0.0000 | 4.1278 | 0.0475 | 0.0000 | 
7.1711 | -0.0849 | 0.0000 | 1.2755 | 0.0745 | 0.0000 | 4.2741 | -0.0584 | -0.0000 | 4.1725 | 0.0480 | 0.0000 | 
7.2481 | -0.0853 | 0.0000 | 1.2891 | 0.0750 | 0.0000 | 4.3199 | -0.0589 | -0.0000 | 4.2172 | 0.0486 | 0.0000 | 
7.3250 | -0.0858 | 0.0000 | 1.3027 | 0.0754 | 0.0000 | 4.3657 | -0.0595 | -0.0000 | 4.2620 | 0.0491 | 0.0000 | 
7.4019 | -0.0863 | 0.0000 | 1.3163 | 0.0759 | 0.0000 | 4.4115 | -0.0601 | -0.0000 | 4.3067 | 0.0496 | 0.0000 | 
7.4788 | -0.0868 | 0.0000 | 1.3299 | 0.0763 | 0.0000 | 4.4573 | -0.0606 | -0.0000 | 4.3514 | 0.0502 | 0.0000 | 
7.5558 | -0.0873 | 0.0000 | 1.3435 | 0.0768 | 0.0000 | 4.5031 | -0.0612 | -0.0000 | 4.3961 | 0.0507 | 0.0000 | 
7.6327 | -0.0878 | 0.0000 | 1.3570 | 0.0772 | 0.0000 | 4.5489 | -0.0618 | -0.0000 | 4.4408 | 0.0512 | 0.0000 | 
7.7096 | -0.0882 | 0.0000 | 1.3706 | 0.0776 | 0.0000 | 4.5947 | -0.0624 | -0.0000 | 4.4856 | 0.0517 | 0.0000 | 
7.7866 | -0.0887 | 0.0000 | 1.3842 | 0.0780 | 0.0000 | 4.6405 | -0.0629 | -0.0000 | 4.5303 | 0.0523 | 0.0000 | 
7.8635 | -0.0891 | 0.0000 | 1.3977 | 0.0784 | 0.0000 | 4.6862 | -0.0635 | -0.0000 | 4.5750 | 0.0528 | 0.0000 | 
7.9404 | -0.0896 | 0.0000 | 1.4113 | 0.0789 | 0.0000 | 4.7320 | -0.0641 | -0.0000 | 4.6197 | 0.0533 | 0.0000 | 
8.0174 | -0.0900 | 0.0000 | 1.4249 | 0.0793 | 0.0000 | 4.7778 | -0.0646 | -0.0000 | 4.6645 | 0.0539 | 0.0000 | 
8.0943 | -0.0904 | 0.0000 | 1.4384 | 0.0797 | 0.0000 | 4.8236 | -0.0652 | -0.0000 | 4.7092 | 0.0544 | 0.0000 | 
8.1713 | -0.0909 | 0.0000 | 1.4520 | 0.0801 | 0.0000 | 4.8694 | -0.0657 | -0.0000 | 4.7539 | 0.0549 | 0.0000 | 
8.2482 | -0.0913 | 0.0000 | 1.4655 | 0.0805 | 0.0000 | 4.9152 | -0.0663 | -0.0000 | 4.7986 | 0.0555 | 0.0000 | 
8.3252 | -0.0917 | 0.0000 | 1.4791 | 0.0809 | 0.0000 | 4.9609 | -0.0668 | -0.0000 | 4.8434 | 0.0560 | 0.0000 | 
8.4022 | -0.0921 | 0.0000 | 1.4926 | 0.0813 | 0.0000 | 5.0067 | -0.0674 | -0.0000 | 4.8881 | 0.0566 | 0.0000 | 
8.4791 | -0.0925 | 0.0000 | 1.5062 | 0.0817 | 0.0000 | 5.0525 | -0.0679 | -0.0000 | 4.9328 | 0.0571 | 0.0000 | 
8.5561 | -0.0929 | 0.0000 | 1.5197 | 0.0821 | 0.0000 | 5.0983 | -0.0685 | -0.0000 | 4.9775 | 0.0576 | 0.0000 | 
8.6331 | -0.0933 | 0.0000 | 1.5333 | 0.0825 | 0.0000 | 5.1441 | -0.0690 | -0.0000 | 5.0223 | 0.0582 | 0.0000 | 
8.7101 | -0.0937 | 0.0000 | 1.5468 | 0.0829 | 0.0000 | 5.1899 | -0.0696 | -0.0000 | 5.0670 | 0.0587 | 0.0000 | 
8.7870 | -0.0942 | 0.0000 | 1.5604 | 0.0833 | 0.0000 | 5.2357 | -0.0701 | -0.0000 | 5.1117 | 0.0593 | 0.0000 | 
8.8640 | -0.0946 | 0.0000 | 1.5739 | 0.0837 | 0.0000 | 5.2815 | -0.0707 | -0.0000 | 5.1565 | 0.0598 | 0.0000 | 
8.9410 | -0.0950 | 0.0000 | 1.5875 | 0.0841 | 0.0000 | 5.3273 | -0.0712 | -0.0000 | 5.2012 | 0.0604 | 0.0000 | 
9.0180 | -0.0954 | 0.0000 | 1.6010 | 0.0845 | 0.0000 | 5.3730 | -0.0718 | -0.0000 | 5.2459 | 0.0609 | 0.0000 | 
9.0949 | -0.0958 | 0.0000 | 1.6146 | 0.0849 | 0.0000 | 5.4188 | -0.0723 | -0.0000 | 5.2907 | 0.0614 | 0.0000 | 
9.1719 | -0.0962 | 0.0000 | 1.6281 | 0.0853 | 0.0000 | 5.4646 | -0.0729 | -0.0000 | 5.3354 | 0.0620 | 0.0000 | 
9.2489 | -0.0966 | 0.0000 | 1.6416 | 0.0856 | 0.0000 | 5.5104 | -0.0734 | -0.0000 | 5.3801 | 0.0625 | 0.0000 | 
9.3259 | -0.0970 | 0.0000 | 1.6552 | 0.0860 | 0.0000 | 5.5562 | -0.0740 | -0.0000 | 5.4249 | 0.0630 | 0.0000 | 
9.4029 | -0.0974 | 0.0000 | 1.6687 | 0.0864 | 0.0000 | 5.6020 | -0.0746 | -0.0000 | 5.4696 | 0.0635 | 0.0000 | 
9.4799 | -0.0978 | 0.0000 | 1.6822 | 0.0867 | 0.0000 | 5.6477 | -0.0751 | -0.0000 | 5.5143 | 0.0641 | 0.0000 | 
9.5569 | -0.0982 | 0.0000 | 1.6957 | 0.0871 | 0.0000 | 5.6935 | -0.0757 | -0.0000 | 5.5591 | 0.0646 | 0.0000 | 
9.6338 | -0.0985 | 0.0000 | 1.7092 | 0.0874 | 0.0000 | 5.7393 | -0.0762 | -0.0000 | 5.6038 | 0.0651 | 0.0000 | 
9.7108 | -0.0989 | 0.0000 | 1.7228 | 0.0878 | 0.0000 | 5.7851 | -0.0768 | -0.0000 | 5.6485 | 0.0657 | 0.0000 | 
9.7878 | -0.0993 | 0.0000 | 1.7363 | 0.0881 | 0.0000 | 5.8309 | -0.0773 | -0.0000 | 5.6932 | 0.0662 | 0.0000 | 
9.8648 | -0.0997 | 0.0000 | 1.7498 | 0.0885 | 0.0000 | 5.8766 | -0.0779 | -0.0000 | 5.7380 | 0.0667 | 0.0000 | 
9.9418 | -0.1000 | -0.0000 | 1.7633 | 0.0888 | 0.0000 | 5.9224 | -0.0784 | -0.0000 | 5.7827 | 0.0673 | 0.0000 | 
10.0189 | -0.1004 | -0.0000 | 1.7768 | 0.0892 | 0.0000 | 5.9682 | -0.0790 | -0.0000 | 5.8274 | 0.0678 | 0.0000 | 
10.0959 | -0.1007 | 0.0000 | 1.7903 | 0.0895 | -0.0000 | 6.0140 | -0.0795 | -0.0000 | 5.8722 | 0.0683 | 0.0000 | 
10.1729 | -0.1011 | 0.0000 | 1.8038 | 0.0899 | 0.0000 | 6.0598 | -0.0801 | -0.0000 | 5.9169 | 0.0688 | 0.0000 | 
10.2499 | -0.1015 | -0.0000 | 1.8173 | 0.0902 | 0.0000 | 6.1055 | -0.0806 | -0.0000 | 5.9616 | 0.0694 | 0.0000 | 
10.3269 | -0.1018 | -0.0000 | 1.8307 | 0.0905 | 0.0000 | 6.1513 | -0.0812 | -0.0000 | 6.0064 | 0.0699 | 0.0000 | 
10.4040 | -0.1022 | -0.0000 | 1.8442 | 0.0909 | 0.0000 | 6.1971 | -0.0817 | -0.0000 | 6.0511 | 0.0704 | 0.0000 | 
10.4810 | -0.1025 | -0.0000 | 1.8577 | 0.0912 | -0.0000 | 6.2429 | -0.0823 | -0.0000 | 6.0958 | 0.0710 | 0.0000 | 
10.5580 | -0.1029 | -0.0000 | 1.8712 | 0.0915 | -0.0000 | 6.2887 | -0.0828 | -0.0000 | 6.1406 | 0.0715 | 0.0000 | 
10.6351 | -0.1032 | -0.0000 | 1.8847 | 0.0918 | 0.0000 | 6.3344 | -0.0834 | -0.0000 | 6.1853 | 0.0720 | 0.0000 | 
10.7121 | -0.1035 | 0.0000 | 1.8981 | 0.0921 | 0.0000 | 6.3802 | -0.0839 | -0.0000 | 6.2300 | 0.0725 | 0.0000 | 
10.7891 | -0.1039 | -0.0000 | 1.9116 | 0.0925 | -0.0000 | 6.4260 | -0.0845 | -0.0000 | 6.2748 | 0.0731 | 0.0000 | 
10.8662 | -0.1042 | -0.0000 | 1.9251 | 0.0928 | -0.0000 | 6.4718 | -0.0850 | -0.0000 | 6.3195 | 0.0736 | 0.0000 | 
10.9432 | -0.1045 | -0.0000 | 1.9386 | 0.0931 | -0.0000 | 6.5176 | -0.0856 | -0.0000 | 6.3642 | 0.0741 | 0.0000 | 
11.0203 | -0.1049 | -0.0000 | 1.9520 | 0.0934 | 0.0000 | 6.5633 | -0.0861 | -0.0000 | 6.4090 | 0.0747 | 0.0000 | 
11.0973 | -0.1052 | -0.0000 | 1.9655 | 0.0938 | -0.0000 | 6.6091 | -0.0866 | -0.0000 | 6.4537 | 0.0752 | 0.0000 | 
11.1744 | -0.1055 | -0.0000 | 1.9790 | 0.0941 | 0.0000 | 6.6549 | -0.0872 | -0.0000 | 6.4985 | 0.0758 | 0.0000 | 
11.2515 | -0.1058 | -0.0000 | 1.9924 | 0.0944 | -0.0000 | 6.7007 | -0.0877 | -0.0000 | 6.5432 | 0.0763 | 0.0000 | 
