Test angle: 0
Node_A_151 coordinates: initialX | initialY | initialZ 
75.0000 | 0.0000 | 0.0000 | 
Node_B_1051 coordinates: initialX | initialY | initialZ 
-75.0000 | 0.0000 | 0.0000 | 
Node_C_606 coordinates: initialX | initialY | initialZ 
0.0000 | 5.0000 | 0.0000 | 
Node_D_1256 coordinates: initialX | initialY | initialZ 
0.0000 | -5.0000 | 0.0000 | 
  UA1  |  UA2  |  UA3 | UB1 | UB2 | UB3 | UC1 | UC2 | UC3 | UD1 | UD2 | UD3 
0.5430 | -0.0036 | 0.0000 | 0.1165 | -0.0036 | 0.0000 | 0.3298 | -0.0084 | 0.0000 | 0.3298 | 0.0011 | 0.0000 | 
0.6207 | -0.0037 | 0.0000 | 0.1293 | -0.0037 | 0.0000 | 0.3750 | -0.0092 | 0.0000 | 0.3750 | 0.0018 | 0.0000 | 
0.6983 | -0.0038 | -0.0000 | 0.1422 | -0.0037 | 0.0000 | 0.4203 | -0.0100 | -0.0000 | 0.4203 | 0.0025 | 0.0000 | 
0.7758 | -0.0038 | -0.0000 | 0.1553 | -0.0037 | 0.0000 | 0.4655 | -0.0107 | 0.0000 | 0.4655 | 0.0032 | -0.0000 | 
0.8532 | -0.0038 | 0.0000 | 0.1684 | -0.0038 | -0.0000 | 0.5108 | -0.0115 | 0.0000 | 0.5108 | 0.0039 | 0.0000 | 
0.9305 | -0.0039 | 0.0000 | 0.1816 | -0.0038 | 0.0000 | 0.5560 | -0.0123 | 0.0000 | 0.5560 | 0.0046 | 0.0000 | 
1.0078 | -0.0039 | -0.0000 | 0.1948 | -0.0039 | -0.0000 | 0.6013 | -0.0131 | 0.0000 | 0.6013 | 0.0053 | -0.0000 | 
1.0850 | -0.0040 | 0.0000 | 0.2081 | -0.0039 | 0.0000 | 0.6466 | -0.0139 | 0.0000 | 0.6466 | 0.0059 | -0.0000 | 
1.1621 | -0.0040 | 0.0000 | 0.2215 | -0.0039 | 0.0000 | 0.6918 | -0.0146 | 0.0000 | 0.6918 | 0.0067 | 0.0000 | 
1.2393 | -0.0041 | 0.0000 | 0.2349 | -0.0040 | 0.0000 | 0.7371 | -0.0154 | 0.0000 | 0.7371 | 0.0073 | -0.0000 | 
1.3163 | -0.0041 | 0.0000 | 0.2484 | -0.0040 | 0.0000 | 0.7823 | -0.0161 | -0.0000 | 0.7823 | 0.0080 | -0.0000 | 
1.3933 | -0.0042 | 0.0000 | 0.2618 | -0.0041 | -0.0000 | 0.8276 | -0.0169 | 0.0000 | 0.8276 | 0.0087 | -0.0000 | 
1.4704 | -0.0042 | -0.0000 | 0.2754 | -0.0041 | -0.0000 | 0.8729 | -0.0176 | 0.0000 | 0.8729 | 0.0094 | -0.0000 | 
1.5473 | -0.0042 | 0.0000 | 0.2889 | -0.0041 | -0.0000 | 0.9181 | -0.0184 | 0.0000 | 0.9181 | 0.0101 | -0.0000 | 
1.6243 | -0.0043 | 0.0000 | 0.3025 | -0.0042 | 0.0000 | 0.9634 | -0.0192 | 0.0000 | 0.9634 | 0.0107 | 0.0000 | 
1.7012 | -0.0043 | -0.0000 | 0.3160 | -0.0042 | 0.0000 | 1.0086 | -0.0199 | 0.0000 | 1.0086 | 0.0114 | -0.0000 | 
1.7781 | -0.0043 | 0.0000 | 0.3297 | -0.0042 | -0.0000 | 1.0539 | -0.0207 | -0.0000 | 1.0539 | 0.0121 | -0.0000 | 
1.8550 | -0.0044 | -0.0000 | 0.3433 | -0.0042 | -0.0000 | 1.0992 | -0.0214 | 0.0000 | 1.0992 | 0.0128 | -0.0000 | 
1.9318 | -0.0044 | -0.0000 | 0.3570 | -0.0043 | -0.0000 | 1.1444 | -0.0221 | -0.0000 | 1.1444 | 0.0135 | -0.0000 | 
2.0087 | -0.0045 | -0.0000 | 0.3706 | -0.0043 | -0.0000 | 1.1897 | -0.0229 | -0.0000 | 1.1896 | 0.0142 | -0.0000 | 
2.0855 | -0.0045 | 0.0000 | 0.3843 | -0.0043 | -0.0000 | 1.2349 | -0.0237 | 0.0000 | 1.2349 | 0.0148 | -0.0000 | 
2.1623 | -0.0045 | -0.0000 | 0.3980 | -0.0044 | -0.0000 | 1.2802 | -0.0244 | 0.0000 | 1.2802 | 0.0155 | -0.0000 | 
2.2392 | -0.0046 | 0.0000 | 0.4117 | -0.0044 | -0.0000 | 1.3255 | -0.0251 | 0.0000 | 1.3254 | 0.0162 | -0.0000 | 
2.3159 | -0.0046 | 0.0000 | 0.4255 | -0.0044 | -0.0000 | 1.3707 | -0.0259 | 0.0000 | 1.3707 | 0.0169 | -0.0000 | 
2.3927 | -0.0046 | -0.0000 | 0.4392 | -0.0044 | -0.0000 | 1.4159 | -0.0266 | 0.0000 | 1.4159 | 0.0176 | -0.0000 | 
2.4695 | -0.0046 | -0.0000 | 0.4529 | -0.0045 | -0.0000 | 1.4612 | -0.0274 | 0.0000 | 1.4612 | 0.0183 | -0.0000 | 
2.5462 | -0.0047 | 0.0000 | 0.4667 | -0.0045 | 0.0000 | 1.5065 | -0.0281 | 0.0000 | 1.5064 | 0.0189 | -0.0000 | 
2.6230 | -0.0047 | 0.0000 | 0.4804 | -0.0045 | 0.0000 | 1.5517 | -0.0288 | 0.0000 | 1.5517 | 0.0196 | -0.0000 | 
2.6998 | -0.0047 | 0.0000 | 0.4942 | -0.0045 | -0.0000 | 1.5970 | -0.0296 | 0.0000 | 1.5970 | 0.0203 | -0.0000 | 
2.7765 | -0.0048 | -0.0000 | 0.5080 | -0.0046 | 0.0000 | 1.6423 | -0.0303 | 0.0000 | 1.6422 | 0.0210 | -0.0000 | 
2.8532 | -0.0048 | 0.0000 | 0.5218 | -0.0046 | -0.0000 | 1.6875 | -0.0310 | 0.0000 | 1.6875 | 0.0217 | -0.0000 | 
2.9299 | -0.0048 | -0.0000 | 0.5356 | -0.0046 | 0.0000 | 1.7327 | -0.0318 | 0.0000 | 1.7327 | 0.0224 | -0.0000 | 
3.0066 | -0.0048 | -0.0000 | 0.5494 | -0.0046 | 0.0000 | 1.7780 | -0.0325 | 0.0000 | 1.7780 | 0.0230 | -0.0000 | 
3.0833 | -0.0049 | 0.0000 | 0.5632 | -0.0046 | -0.0000 | 1.8232 | -0.0332 | 0.0000 | 1.8232 | 0.0237 | -0.0000 | 
3.1600 | -0.0049 | -0.0000 | 0.5770 | -0.0047 | 0.0000 | 1.8685 | -0.0340 | 0.0000 | 1.8685 | 0.0244 | -0.0000 | 
3.2368 | -0.0050 | -0.0000 | 0.5908 | -0.0047 | 0.0000 | 1.9138 | -0.0347 | 0.0000 | 1.9138 | 0.0251 | -0.0000 | 
3.3135 | -0.0050 | 0.0000 | 0.6047 | -0.0047 | -0.0000 | 1.9591 | -0.0354 | 0.0000 | 1.9591 | 0.0257 | -0.0000 | 
3.3901 | -0.0050 | -0.0000 | 0.6185 | -0.0047 | -0.0000 | 2.0043 | -0.0362 | 0.0000 | 2.0043 | 0.0264 | -0.0000 | 
3.4668 | -0.0050 | -0.0000 | 0.6323 | -0.0048 | 0.0000 | 2.0496 | -0.0369 | 0.0000 | 2.0495 | 0.0271 | -0.0000 | 
3.5435 | -0.0051 | 0.0000 | 0.6461 | -0.0048 | -0.0000 | 2.0948 | -0.0376 | 0.0000 | 2.0948 | 0.0278 | -0.0000 | 
3.6201 | -0.0051 | -0.0000 | 0.6600 | -0.0048 | -0.0000 | 2.1401 | -0.0383 | 0.0000 | 2.1400 | 0.0285 | -0.0000 | 
3.6968 | -0.0051 | 0.0000 | 0.6738 | -0.0048 | -0.0000 | 2.1853 | -0.0390 | 0.0000 | 2.1853 | 0.0292 | -0.0000 | 
3.7735 | -0.0051 | -0.0000 | 0.6876 | -0.0048 | 0.0000 | 2.2306 | -0.0398 | 0.0000 | 2.2305 | 0.0298 | -0.0000 | 
3.8502 | -0.0051 | -0.0000 | 0.7015 | -0.0048 | 0.0000 | 2.2758 | -0.0405 | 0.0000 | 2.2758 | 0.0305 | -0.0000 | 
3.9268 | -0.0052 | -0.0000 | 0.7154 | -0.0048 | 0.0000 | 2.3211 | -0.0412 | 0.0000 | 2.3211 | 0.0312 | -0.0000 | 
4.0035 | -0.0052 | 0.0000 | 0.7293 | -0.0049 | 0.0000 | 2.3664 | -0.0419 | 0.0000 | 2.3664 | 0.0319 | -0.0000 | 
4.0801 | -0.0052 | -0.0000 | 0.7431 | -0.0049 | -0.0000 | 2.4116 | -0.0427 | 0.0000 | 2.4116 | 0.0325 | -0.0000 | 
4.1568 | -0.0053 | 0.0000 | 0.7570 | -0.0049 | -0.0000 | 2.4569 | -0.0434 | 0.0000 | 2.4569 | 0.0332 | -0.0000 | 
4.2334 | -0.0053 | -0.0000 | 0.7708 | -0.0049 | -0.0000 | 2.5021 | -0.0441 | 0.0000 | 2.5021 | 0.0339 | -0.0000 | 
4.3101 | -0.0053 | 0.0000 | 0.7847 | -0.0050 | 0.0000 | 2.5474 | -0.0448 | 0.0000 | 2.5474 | 0.0346 | -0.0000 | 
4.3867 | -0.0053 | 0.0000 | 0.7985 | -0.0050 | 0.0000 | 2.5926 | -0.0455 | 0.0000 | 2.5926 | 0.0353 | -0.0000 | 
4.4634 | -0.0053 | -0.0000 | 0.8124 | -0.0050 | 0.0000 | 2.6379 | -0.0462 | 0.0000 | 2.6379 | 0.0359 | -0.0000 | 
4.5400 | -0.0053 | 0.0000 | 0.8262 | -0.0050 | 0.0000 | 2.6831 | -0.0470 | 0.0000 | 2.6831 | 0.0366 | -0.0000 | 
4.6167 | -0.0054 | 0.0000 | 0.8401 | -0.0050 | -0.0000 | 2.7284 | -0.0477 | 0.0000 | 2.7284 | 0.0373 | -0.0000 | 
4.6933 | -0.0054 | 0.0000 | 0.8540 | -0.0050 | 0.0000 | 2.7737 | -0.0484 | 0.0000 | 2.7736 | 0.0380 | -0.0000 | 
4.7700 | -0.0054 | -0.0000 | 0.8679 | -0.0050 | -0.0000 | 2.8189 | -0.0491 | 0.0000 | 2.8189 | 0.0387 | -0.0000 | 
4.8466 | -0.0054 | -0.0000 | 0.8818 | -0.0050 | -0.0000 | 2.8642 | -0.0498 | 0.0000 | 2.8642 | 0.0393 | -0.0000 | 
4.9233 | -0.0055 | 0.0000 | 0.8956 | -0.0050 | 0.0000 | 2.9095 | -0.0505 | 0.0000 | 2.9094 | 0.0400 | -0.0000 | 
4.9999 | -0.0055 | 0.0000 | 0.9095 | -0.0051 | 0.0000 | 2.9547 | -0.0513 | 0.0000 | 2.9547 | 0.0407 | -0.0000 | 
5.0765 | -0.0055 | 0.0000 | 0.9234 | -0.0051 | 0.0000 | 3.0000 | -0.0520 | 0.0000 | 2.9999 | 0.0414 | -0.0000 | 
5.1532 | -0.0055 | 0.0000 | 0.9373 | -0.0051 | -0.0000 | 3.0452 | -0.0527 | 0.0000 | 3.0452 | 0.0420 | -0.0000 | 
5.2298 | -0.0056 | 0.0000 | 0.9511 | -0.0051 | 0.0000 | 3.0905 | -0.0534 | 0.0000 | 3.0904 | 0.0427 | -0.0000 | 
5.3064 | -0.0056 | 0.0000 | 0.9650 | -0.0051 | 0.0000 | 3.1357 | -0.0541 | 0.0000 | 3.1357 | 0.0434 | -0.0000 | 
5.3831 | -0.0056 | 0.0000 | 0.9789 | -0.0052 | -0.0000 | 3.1810 | -0.0548 | 0.0000 | 3.1810 | 0.0441 | -0.0000 | 
5.4597 | -0.0056 | 0.0000 | 0.9927 | -0.0052 | 0.0000 | 3.2262 | -0.0555 | 0.0000 | 3.2262 | 0.0447 | -0.0000 | 
5.5364 | -0.0056 | 0.0000 | 1.0066 | -0.0052 | -0.0000 | 3.2715 | -0.0562 | 0.0000 | 3.2715 | 0.0454 | -0.0000 | 
5.6130 | -0.0056 | 0.0000 | 1.0205 | -0.0052 | -0.0000 | 3.3167 | -0.0569 | 0.0000 | 3.3167 | 0.0461 | -0.0000 | 
5.6897 | -0.0057 | 0.0000 | 1.0343 | -0.0052 | -0.0000 | 3.3620 | -0.0576 | 0.0000 | 3.3620 | 0.0468 | -0.0000 | 
5.7663 | -0.0057 | -0.0000 | 1.0482 | -0.0052 | 0.0000 | 3.4073 | -0.0583 | 0.0000 | 3.4072 | 0.0475 | -0.0000 | 
5.8430 | -0.0057 | 0.0000 | 1.0621 | -0.0052 | 0.0000 | 3.4525 | -0.0590 | 0.0000 | 3.4525 | 0.0481 | -0.0000 | 
5.9196 | -0.0057 | 0.0000 | 1.0760 | -0.0052 | 0.0000 | 3.4978 | -0.0597 | 0.0000 | 3.4978 | 0.0488 | -0.0000 | 
5.9963 | -0.0057 | -0.0000 | 1.0899 | -0.0052 | 0.0000 | 3.5431 | -0.0605 | 0.0000 | 3.5430 | 0.0495 | -0.0000 | 
6.0729 | -0.0058 | 0.0000 | 1.1037 | -0.0052 | -0.0000 | 3.5883 | -0.0612 | 0.0000 | 3.5883 | 0.0502 | -0.0000 | 
6.1495 | -0.0058 | 0.0000 | 1.1176 | -0.0053 | -0.0000 | 3.6336 | -0.0619 | 0.0000 | 3.6335 | 0.0508 | -0.0000 | 
6.2262 | -0.0058 | 0.0000 | 1.1315 | -0.0053 | -0.0000 | 3.6788 | -0.0626 | 0.0000 | 3.6788 | 0.0515 | -0.0000 | 
6.3028 | -0.0058 | 0.0000 | 1.1453 | -0.0053 | 0.0000 | 3.7241 | -0.0633 | 0.0000 | 3.7240 | 0.0522 | -0.0000 | 
6.3794 | -0.0058 | 0.0000 | 1.1592 | -0.0053 | -0.0000 | 3.7693 | -0.0640 | 0.0000 | 3.7693 | 0.0528 | -0.0000 | 
6.4561 | -0.0059 | -0.0000 | 1.1731 | -0.0053 | 0.0000 | 3.8146 | -0.0647 | 0.0000 | 3.8146 | 0.0535 | -0.0000 | 
6.5327 | -0.0059 | 0.0000 | 1.1869 | -0.0053 | 0.0000 | 3.8599 | -0.0654 | 0.0000 | 3.8598 | 0.0542 | -0.0000 | 
6.6094 | -0.0059 | -0.0000 | 1.2008 | -0.0053 | -0.0000 | 3.9051 | -0.0661 | 0.0000 | 3.9051 | 0.0549 | -0.0000 | 
6.6860 | -0.0059 | -0.0000 | 1.2146 | -0.0054 | -0.0000 | 3.9504 | -0.0668 | 0.0000 | 3.9503 | 0.0555 | -0.0000 | 
6.7627 | -0.0059 | 0.0000 | 1.2285 | -0.0054 | 0.0000 | 3.9956 | -0.0675 | 0.0000 | 3.9956 | 0.0562 | -0.0000 | 
6.8394 | -0.0059 | 0.0000 | 1.2423 | -0.0054 | 0.0000 | 4.0409 | -0.0682 | 0.0000 | 4.0408 | 0.0569 | -0.0000 | 
6.9160 | -0.0060 | 0.0000 | 1.2562 | -0.0054 | 0.0000 | 4.0861 | -0.0689 | 0.0000 | 4.0861 | 0.0576 | -0.0000 | 
6.9927 | -0.0060 | -0.0000 | 1.2700 | -0.0054 | 0.0000 | 4.1314 | -0.0696 | 0.0000 | 4.1313 | 0.0582 | -0.0000 | 
7.0693 | -0.0060 | 0.0000 | 1.2839 | -0.0054 | -0.0000 | 4.1766 | -0.0703 | 0.0000 | 4.1766 | 0.0589 | -0.0000 | 
7.1460 | -0.0060 | 0.0000 | 1.2978 | -0.0054 | 0.0000 | 4.2219 | -0.0710 | 0.0000 | 4.2219 | 0.0596 | -0.0000 | 
7.2227 | -0.0060 | -0.0000 | 1.3116 | -0.0054 | 0.0000 | 4.2672 | -0.0717 | 0.0000 | 4.2671 | 0.0603 | -0.0000 | 
7.2993 | -0.0060 | -0.0000 | 1.3255 | -0.0054 | 0.0000 | 4.3124 | -0.0724 | 0.0000 | 4.3124 | 0.0609 | -0.0000 | 
7.3760 | -0.0061 | 0.0000 | 1.3393 | -0.0054 | -0.0000 | 4.3577 | -0.0731 | 0.0000 | 4.3577 | 0.0616 | -0.0000 | 
7.4527 | -0.0061 | -0.0000 | 1.3532 | -0.0054 | 0.0000 | 4.4029 | -0.0738 | 0.0000 | 4.4029 | 0.0623 | -0.0000 | 
7.5293 | -0.0061 | -0.0000 | 1.3670 | -0.0054 | 0.0000 | 4.4482 | -0.0745 | 0.0000 | 4.4482 | 0.0629 | -0.0000 | 
7.6060 | -0.0061 | -0.0000 | 1.3809 | -0.0055 | 0.0000 | 4.4935 | -0.0752 | 0.0000 | 4.4934 | 0.0636 | -0.0000 | 
7.6827 | -0.0061 | -0.0000 | 1.3947 | -0.0055 | 0.0000 | 4.5387 | -0.0759 | 0.0000 | 4.5387 | 0.0643 | -0.0000 | 
7.7593 | -0.0061 | -0.0000 | 1.4086 | -0.0055 | -0.0000 | 4.5840 | -0.0766 | 0.0000 | 4.5839 | 0.0649 | -0.0000 | 
7.8360 | -0.0062 | -0.0000 | 1.4224 | -0.0055 | 0.0000 | 4.6292 | -0.0773 | 0.0000 | 4.6292 | 0.0656 | -0.0000 | 
7.9127 | -0.0062 | -0.0000 | 1.4363 | -0.0055 | -0.0000 | 4.6745 | -0.0780 | 0.0000 | 4.6744 | 0.0663 | -0.0000 | 
7.9894 | -0.0062 | 0.0000 | 1.4501 | -0.0055 | -0.0000 | 4.7197 | -0.0787 | 0.0000 | 4.7197 | 0.0669 | -0.0000 | 
8.0660 | -0.0062 | 0.0000 | 1.4639 | -0.0055 | -0.0000 | 4.7650 | -0.0793 | 0.0000 | 4.7650 | 0.0676 | -0.0000 | 
8.1427 | -0.0062 | 0.0000 | 1.4778 | -0.0055 | -0.0000 | 4.8103 | -0.0800 | 0.0000 | 4.8102 | 0.0683 | -0.0000 | 
8.2194 | -0.0062 | -0.0000 | 1.4916 | -0.0055 | -0.0000 | 4.8555 | -0.0807 | 0.0000 | 4.8555 | 0.0690 | -0.0000 | 
8.2961 | -0.0062 | 0.0000 | 1.5054 | -0.0056 | -0.0000 | 4.9008 | -0.0814 | 0.0000 | 4.9007 | 0.0696 | -0.0000 | 
8.3728 | -0.0063 | 0.0000 | 1.5192 | -0.0056 | -0.0000 | 4.9460 | -0.0821 | 0.0000 | 4.9460 | 0.0703 | -0.0000 | 
8.4495 | -0.0063 | 0.0000 | 1.5330 | -0.0056 | -0.0000 | 4.9913 | -0.0828 | 0.0000 | 4.9912 | 0.0710 | -0.0000 | 
8.5262 | -0.0063 | -0.0000 | 1.5469 | -0.0056 | -0.0000 | 5.0365 | -0.0835 | 0.0000 | 5.0365 | 0.0716 | -0.0000 | 
8.6029 | -0.0063 | 0.0000 | 1.5607 | -0.0056 | -0.0000 | 5.0818 | -0.0842 | 0.0000 | 5.0817 | 0.0723 | -0.0000 | 
8.6796 | -0.0063 | 0.0000 | 1.5745 | -0.0056 | -0.0000 | 5.1270 | -0.0849 | 0.0000 | 5.1270 | 0.0730 | -0.0000 | 
8.7563 | -0.0063 | -0.0000 | 1.5883 | -0.0056 | 0.0000 | 5.1723 | -0.0856 | 0.0000 | 5.1723 | 0.0736 | -0.0000 | 
8.8330 | -0.0063 | 0.0000 | 1.6021 | -0.0056 | -0.0000 | 5.2176 | -0.0862 | 0.0000 | 5.2175 | 0.0743 | -0.0000 | 
8.9097 | -0.0063 | -0.0000 | 1.6159 | -0.0056 | -0.0000 | 5.2628 | -0.0869 | 0.0000 | 5.2628 | 0.0750 | -0.0000 | 
8.9864 | -0.0064 | 0.0000 | 1.6298 | -0.0056 | -0.0000 | 5.3081 | -0.0876 | 0.0000 | 5.3080 | 0.0756 | -0.0000 | 
9.0631 | -0.0064 | -0.0000 | 1.6436 | -0.0056 | -0.0000 | 5.3533 | -0.0883 | 0.0000 | 5.3533 | 0.0763 | -0.0000 | 
9.1398 | -0.0064 | 0.0000 | 1.6574 | -0.0056 | -0.0000 | 5.3986 | -0.0890 | 0.0000 | 5.3986 | 0.0770 | -0.0000 | 
9.2165 | -0.0064 | 0.0000 | 1.6712 | -0.0057 | -0.0000 | 5.4439 | -0.0897 | 0.0000 | 5.4438 | 0.0776 | -0.0000 | 
9.2932 | -0.0064 | -0.0000 | 1.6850 | -0.0057 | -0.0000 | 5.4891 | -0.0904 | 0.0000 | 5.4891 | 0.0783 | -0.0000 | 
9.3699 | -0.0064 | -0.0000 | 1.6988 | -0.0057 | -0.0000 | 5.5344 | -0.0911 | 0.0000 | 5.5343 | 0.0790 | -0.0000 | 
9.4466 | -0.0064 | -0.0000 | 1.7126 | -0.0057 | 0.0000 | 5.5796 | -0.0917 | 0.0000 | 5.5796 | 0.0796 | -0.0000 | 
9.5234 | -0.0065 | 0.0000 | 1.7264 | -0.0057 | -0.0000 | 5.6249 | -0.0924 | 0.0000 | 5.6248 | 0.0803 | -0.0000 | 
9.6001 | -0.0065 | -0.0000 | 1.7402 | -0.0057 | -0.0000 | 5.6701 | -0.0931 | 0.0000 | 5.6701 | 0.0810 | -0.0000 | 
9.6768 | -0.0065 | -0.0000 | 1.7540 | -0.0057 | 0.0000 | 5.7154 | -0.0938 | 0.0000 | 5.7153 | 0.0816 | -0.0000 | 
9.7535 | -0.0065 | -0.0000 | 1.7677 | -0.0057 | -0.0000 | 5.7607 | -0.0945 | 0.0000 | 5.7606 | 0.0823 | -0.0000 | 
9.8302 | -0.0065 | -0.0000 | 1.7815 | -0.0057 | -0.0000 | 5.8059 | -0.0952 | 0.0000 | 5.8059 | 0.0829 | -0.0000 | 
9.9070 | -0.0065 | -0.0000 | 1.7953 | -0.0057 | 0.0000 | 5.8512 | -0.0959 | 0.0000 | 5.8511 | 0.0836 | -0.0000 | 
9.9837 | -0.0066 | -0.0000 | 1.8091 | -0.0057 | -0.0000 | 5.8964 | -0.0965 | 0.0000 | 5.8964 | 0.0843 | -0.0000 | 
10.0604 | -0.0066 | -0.0000 | 1.8229 | -0.0057 | 0.0000 | 5.9417 | -0.0972 | 0.0000 | 5.9416 | 0.0849 | -0.0000 | 
10.1372 | -0.0066 | -0.0000 | 1.8366 | -0.0057 | 0.0000 | 5.9869 | -0.0979 | 0.0000 | 5.9869 | 0.0856 | -0.0000 | 
10.2139 | -0.0066 | 0.0000 | 1.8504 | -0.0057 | -0.0000 | 6.0322 | -0.0986 | 0.0000 | 6.0321 | 0.0863 | -0.0000 | 
10.2907 | -0.0066 | 0.0000 | 1.8642 | -0.0058 | -0.0000 | 6.0775 | -0.0993 | 0.0000 | 6.0774 | 0.0869 | -0.0000 | 
10.3674 | -0.0066 | -0.0000 | 1.8779 | -0.0058 | 0.0000 | 6.1227 | -0.1000 | 0.0000 | 6.1227 | 0.0876 | -0.0000 | 
10.4442 | -0.0066 | -0.0000 | 1.8917 | -0.0058 | 0.0000 | 6.1680 | -0.1006 | 0.0000 | 6.1679 | 0.0882 | -0.0000 | 
10.5209 | -0.0066 | 0.0000 | 1.9055 | -0.0058 | 0.0000 | 6.2132 | -0.1013 | 0.0000 | 6.2132 | 0.0889 | -0.0000 | 
10.5977 | -0.0066 | 0.0000 | 1.9192 | -0.0058 | 0.0000 | 6.2585 | -0.1020 | 0.0000 | 6.2584 | 0.0896 | -0.0000 | 
10.6744 | -0.0066 | -0.0000 | 1.9330 | -0.0058 | 0.0000 | 6.3037 | -0.1027 | 0.0000 | 6.3037 | 0.0902 | -0.0000 | 
10.7512 | -0.0067 | -0.0000 | 1.9467 | -0.0058 | 0.0000 | 6.3490 | -0.1034 | 0.0000 | 6.3489 | 0.0909 | -0.0000 | 
10.8280 | -0.0067 | -0.0000 | 1.9605 | -0.0058 | 0.0000 | 6.3942 | -0.1040 | 0.0000 | 6.3942 | 0.0915 | -0.0000 | 
10.9047 | -0.0067 | 0.0000 | 1.9742 | -0.0058 | 0.0000 | 6.4395 | -0.1047 | 0.0000 | 6.4395 | 0.0922 | -0.0000 | 
10.9815 | -0.0067 | 0.0000 | 1.9880 | -0.0058 | -0.0000 | 6.4848 | -0.1054 | 0.0000 | 6.4847 | 0.0929 | -0.0000 | 
11.0583 | -0.0067 | -0.0000 | 2.0017 | -0.0058 | -0.0000 | 6.5300 | -0.1061 | 0.0000 | 6.5300 | 0.0935 | -0.0000 | 
11.1351 | -0.0067 | -0.0000 | 2.0154 | -0.0058 | 0.0000 | 6.5753 | -0.1067 | 0.0000 | 6.5752 | 0.0942 | -0.0000 | 
11.2118 | -0.0067 | -0.0000 | 2.0292 | -0.0058 | 0.0000 | 6.6205 | -0.1074 | 0.0000 | 6.6205 | 0.0949 | -0.0000 | 
11.2886 | -0.0068 | 0.0000 | 2.0429 | -0.0058 | 0.0000 | 6.6658 | -0.1081 | 0.0000 | 6.6657 | 0.0955 | -0.0000 | 
11.3654 | -0.0068 | 0.0000 | 2.0567 | -0.0058 | 0.0000 | 6.7111 | -0.1088 | 0.0000 | 6.7110 | 0.0962 | -0.0000 | 
